country,country_code,year,Meningitis,Alzheimer's Disease and Other Dementias,Parkinson's Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Drug Use Disorders,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Alcohol Use Disorders,Self-harm,Exposure to Forces of Nature,Diarrheal Diseases,Environmental Heat and Cold Exposure,Neoplasms,Conflict and Terrorism,Diabetes Mellitus,Chronic Kidney Disease,Poisonings,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,"Fire, Heat, and Hot Substances",Acute Hepatitis
Netherlands,NLD,2015,90,7861,1714,188,0,80,132,6,56,162,93,38669,5552,316,476,2034,1,407,15,52591,0,2931,3506,14,105,765,9805,1671,5886,100,5
Netherlands,NLD,2016,95,8098,1770,187,0,81,127,7,61,171,93,39559,5618,329,497,2058,0,418,16,53752,3,3025,3583,14,100,776,10040,1713,6027,102,5
Netherlands,NLD,2017,94,8311,1816,198,0,80,140,7,52,170,95,40577,5893,320,488,2041,4,418,16,54442,0,3136,3635,14,112,788,10283,1745,6177,104,5
Netherlands,NLD,2018,95,8506,1866,204,0,80,142,7,50,172,97,41547,6094,315,484,2029,3,421,16,55456,0,3245,3700,14,119,799,10517,1777,6322,106,5
Netherlands,NLD,2019,96,8715,1919,210,0,80,144,7,49,176,99,42569,6330,308,480,2017,0,425,16,56513,0,3357,3780,14,126,810,10766,1810,6478,108,5
Macedonia,MKD,2000,14,259,107,1,0,29,81,4,2,8,114,11578,183,203,32,212,0,34,4,3914,6,653,268,9,1,180,588,251,494,13,1
Macedonia,MKD,2001,12,262,112,1,0,29,87,3,2,10,109,11885,180,193,34,218,0,27,19,4040,107,694,277,10,1,188,597,259,508,13,1
Macedonia,MKD,2002,11,264,118,1,0,31,87,3,2,12,104,12262,179,182,36,227,0,21,4,4205,23,743,287,11,1,203,620,267,523,14,1
Macedonia,MKD,2003,10,266,121,1,0,30,82,3,2,12,94,12275,180,205,36,223,2,18,4,4277,15,783,294,11,0,201,629,266,521,14,1
Macedonia,MKD,2004,9,270,124,1,0,28,75,3,2,12,81,12133,173,190,34,214,0,15,20,4304,0,814,296,10,0,191,631,265,517,13,2
Macedonia,MKD,2005,8,277,129,1,0,26,70,2,2,11,75,12335,168,166,33,211,1,12,5,4428,0,856,303,10,0,188,634,269,521,13,2
Macedonia,MKD,2006,8,285,135,1,0,27,67,2,3,12,70,12632,172,181,31,218,0,10,5,4603,6,901,314,10,0,195,631,279,533,14,2
Macedonia,MKD,2007,8,296,141,1,0,27,63,2,3,14,63,12939,172,166,30,222,0,9,5,4744,12,947,325,10,0,200,631,287,542,15,2
Macedonia,MKD,2008,7,305,143,1,0,25,58,2,3,14,54,12680,167,164,27,214,0,8,5,4730,3,948,320,10,0,190,610,286,537,13,2
Macedonia,MKD,2009,7,315,147,1,0,25,54,2,2,14,48,12739,168,172,26,214,1,8,5,4831,0,962,323,10,0,191,606,293,543,13,2
Macedonia,MKD,2010,6,327,151,1,0,24,51,2,2,14,45,12749,165,135,26,208,0,7,6,4881,0,978,325,9,0,183,604,294,543,13,1
Macedonia,MKD,2011,5,337,153,1,0,22,48,2,2,12,41,12681,163,128,25,204,1,7,5,4863,0,978,323,9,0,175,598,291,538,13,1
Macedonia,MKD,2012,6,350,159,1,0,23,47,2,3,11,39,12914,169,149,25,208,0,7,7,4961,5,1012,332,9,0,174,610,296,548,13,1
Macedonia,MKD,2013,6,361,160,1,0,23,44,2,3,12,38,12751,168,155,25,207,1,7,6,4960,0,998,330,8,0,173,605,296,550,13,1
Macedonia,MKD,2014,6,374,165,1,0,23,45,2,3,12,38,13092,172,153,25,208,0,7,6,5076,0,1017,339,9,0,174,620,302,562,13,1
Macedonia,MKD,2015,6,388,172,1,0,23,44,2,2,12,38,13478,175,146,25,208,7,7,5,5194,0,1046,349,9,0,173,636,306,573,13,1
Macedonia,MKD,2016,6,400,175,1,0,23,45,2,2,13,38,13605,182,174,26,211,22,7,5,5271,0,1049,353,9,0,176,644,311,583,14,1
Macedonia,MKD,2017,6,413,177,1,0,22,44,2,2,13,38,13769,179,139,26,212,0,7,8,5326,0,1053,357,9,0,174,649,313,588,14,1
Macedonia,MKD,2018,6,426,178,1,0,22,45,1,2,13,38,13887,180,125,27,211,0,7,5,5366,0,1056,359,9,0,172,649,314,589,13,1
Macedonia,MKD,2019,5,437,180,1,0,22,44,1,2,13,38,14023,181,113,27,211,0,7,5,5431,0,1064,363,9,0,171,652,317,593,13,1
Norway,NOR,2000,34,1996,377,19,0,76,54,3,17,319,66,18324,2390,104,255,599,2,128,32,11208,0,690,532,17,12,358,2139,370,1462,73,2
Norway,NOR,2001,33,2030,385,21,0,76,41,3,15,335,63,17872,2354,99,257,592,9,143,33,11256,1,707,558,19,14,340,2184,365,1455,73,2
Norway,NOR,2002,32,2060,393,23,0,77,45,3,17,330,60,17488,2320,95,258,579,6,170,34,11381,0,715,577,20,16,329,2243,369,1454,74,2
Norway,NOR,2003,32,2083,394,24,0,72,49,5,22,321,60,16654,2158,93,260,569,0,191,34,11314,0,715,589,23,19,309,2248,363,1422,72,2
Norway,NOR,2004,30,2112,397,27,0,71,42,1,25,327,58,15891,2046,88,254,564,6,208,36,11316,0,711,605,24,21,291,2260,362,1407,73,2
Norway,NOR,2005,30,2146,402,31,0,68,36,3,26,319,57,15301,2050,86,252,556,8,240,32,11335,0,733,626,25,26,284,2302,351,1377,73,2
Norway,NOR,2006,25,2196,412,35,0,64,43,4,19,313,56,15057,2019,86,253,553,2,268,32,11486,0,749,649,25,29,274,2364,353,1385,73,2
Norway,NOR,2007,24,2244,425,38,0,60,37,4,13,304,55,14895,2030,83,250,550,4,300,32,11722,1,759,679,25,33,265,2453,360,1397,73,2
Norway,NOR,2008,23,2286,430,42,0,60,33,3,17,299,52,14511,1995,81,252,562,7,328,32,11816,1,744,696,25,37,270,2509,362,1402,72,2
Norway,NOR,2009,23,2322,434,47,0,61,36,2,22,294,50,14090,1965,84,251,579,2,347,34,11891,1,731,707,26,41,260,2522,364,1399,70,2
Norway,NOR,2010,21,2355,439,54,0,58,35,3,16,286,48,13746,1925,76,251,581,11,360,35,11956,5,719,722,25,48,247,2545,362,1390,67,2
Norway,NOR,2011,21,2409,452,69,0,58,38,2,20,279,48,13777,1963,69,248,593,14,376,36,12212,77,712,749,24,62,238,2626,370,1417,63,2
Norway,NOR,2012,20,2442,461,81,0,56,37,2,20,271,46,13510,1973,69,244,575,3,381,35,12260,0,695,759,24,75,224,2667,367,1416,61,2
Norway,NOR,2013,19,2473,469,90,0,56,45,2,12,266,44,13215,1953,66,239,580,6,379,36,12342,0,678,763,23,83,219,2700,369,1406,61,2
Norway,NOR,2014,18,2496,471,97,0,57,36,2,18,261,42,12752,1910,65,235,574,7,367,34,12247,0,650,758,23,89,209,2681,359,1381,58,2
Norway,NOR,2015,18,2525,480,104,0,53,29,1,12,253,42,12516,1942,63,231,567,7,364,33,12264,0,640,757,22,97,198,2704,357,1380,55,2
Norway,NOR,2016,19,2576,489,111,0,53,34,1,14,247,44,12452,1987,59,228,573,2,359,33,12389,0,647,763,22,102,194,2756,361,1393,54,2
Norway,NOR,2017,18,2616,490,114,0,52,31,1,14,237,43,12235,2008,56,227,564,1,356,31,12301,0,640,760,21,105,188,2750,354,1385,51,2
Norway,NOR,2018,19,2641,497,105,0,52,32,1,14,238,43,12585,2022,54,235,563,0,353,31,12492,0,657,768,20,97,196,2758,357,1401,53,2
Norway,NOR,2019,19,2633,503,101,0,52,32,1,14,239,44,12724,2036,53,241,562,0,349,32,12675,0,666,776,20,93,202,2771,360,1409,54,2
Poland,POL,2000,219,10131,2189,112,0,1298,1225,36,147,228,1203,172892,7912,1454,3297,7745,2,55,452,96092,0,5103,4883,462,70,7400,11086,7780,16013,669,19
Poland,POL,2001,206,10257,2223,112,0,1271,1095,23,125,216,1131,168514,7692,1347,3342,7725,35,55,476,97163,0,5059,4909,444,70,7073,10815,7765,16035,661,18
Poland,POL,2002,198,10372,2266,111,0,1250,1086,25,148,209,1057,165009,7694,1288,3384,7684,15,56,491,98014,0,5065,4951,426,71,6896,10644,7768,16113,667,17
Poland,POL,2003,194,10465,2329,106,0,1203,1006,20,142,202,1010,163649,7884,1198,3515,7650,14,56,496,99203,0,5167,5012,413,68,6688,10672,7886,16304,677,15
Poland,POL,2004,192,10649,2403,108,0,1191,981,22,154,197,988,163720,8154,1168,3718,7845,12,55,508,101511,14,5300,5127,405,72,6648,10688,8291,16853,693,14
Poland,POL,2005,193,10935,2480,107,0,1184,969,17,154,189,967,163469,8498,1142,3937,7920,5,60,529,102910,0,5495,5269,397,72,6512,10698,8608,17264,718,14
Poland,POL,2006,191,11226,2561,106,0,1184,970,18,124,177,942,163700,8779,1115,4144,7989,5,64,544,104899,1,5777,5431,383,74,6367,10755,8936,17649,733,13
Poland,POL,2007,188,11577,2650,108,0,1175,929,18,158,172,915,164625,9085,1123,4287,8053,20,75,539,106968,1,6089,5566,363,76,6312,10921,9226,18053,736,13
Poland,POL,2008,185,11978,2727,109,0,1136,886,23,180,170,875,164547,9335,1120,4327,8119,5,87,524,107728,6,6319,5471,346,79,6076,10918,9322,18174,727,13
Poland,POL,2009,185,12498,2814,111,0,1090,803,17,120,170,811,165175,9654,1066,4304,8095,13,105,515,108732,0,6573,5377,326,82,5662,10910,9245,18151,710,12
Poland,POL,2010,178,13082,2824,107,0,1036,719,16,161,168,738,161591,9775,952,4295,7880,20,128,499,107855,0,6619,5122,299,81,5228,10590,8996,17785,686,12
Poland,POL,2011,178,13732,2883,109,0,1000,764,15,158,169,714,161196,10125,860,4325,7772,3,155,465,108955,13,6840,4902,279,84,5014,10559,8958,17831,680,11
Poland,POL,2012,176,14414,2990,115,0,974,708,12,147,169,693,163839,10695,825,4357,7659,1,192,455,111800,0,7192,4752,266,90,4765,10668,8996,18042,671,11
Poland,POL,2013,174,15022,3047,119,0,926,699,13,144,171,649,163399,11165,780,4335,7344,6,235,420,112743,0,7380,4481,249,95,4466,10667,8770,17867,634,11
Poland,POL,2014,169,15629,3056,118,0,862,629,14,140,172,606,160958,11241,733,4309,6949,0,271,381,112543,0,7365,4142,230,97,4166,10423,8421,17383,592,11
Poland,POL,2015,170,16365,3174,120,0,854,584,12,173,179,600,165389,11924,695,4430,6919,6,308,372,116526,0,7793,4160,220,99,4075,10768,8597,17679,589,11
Poland,POL,2016,169,16898,3199,130,0,813,584,14,135,182,584,164834,11984,693,4469,6704,2,320,372,117099,0,7847,4170,215,107,3965,10717,8559,17678,570,11
Poland,POL,2017,140,17406,3260,126,0,805,610,15,141,192,573,167725,11772,645,4425,6674,6,287,363,118598,0,7856,4361,220,103,3911,10939,8551,17795,566,11
Poland,POL,2018,138,17945,3362,125,0,797,616,14,138,202,567,171814,11863,596,4402,6647,0,276,366,120475,0,8010,4543,222,102,3907,11173,8560,17995,561,11
Poland,POL,2019,135,18469,3433,125,0,784,617,14,134,211,559,174736,11910,545,4380,6578,0,265,351,122080,0,8124,4695,223,101,3853,11349,8565,18145,554,11
Portugal,PRT,2000,82,3016,704,116,0,148,304,7,1154,82,442,41920,5160,309,115,1414,4,29,36,25653,0,3954,2367,33,98,2416,5553,2870,5111,168,17
Portugal,PRT,2001,74,3158,740,108,0,148,266,9,1109,75,417,41062,5041,285,133,1424,13,34,31,25980,0,4155,2574,33,92,2362,5580,2827,5107,155,10
Portugal,PRT,2002,71,3299,789,121,0,157,257,11,1088,63,395,40731,5005,280,158,1439,4,44,32,26386,1,4300,2868,33,102,2261,5738,2766,5083,155,8
Portugal,PRT,2003,61,3430,838,126,0,152,234,10,1063,53,373,40148,5108,241,166,1445,2,53,69,26827,0,4389,3134,30,106,2111,5856,2727,5089,216,7
Portugal,PRT,2004,53,3538,861,118,0,139,254,9,995,47,338,37951,5099,224,175,1438,6,55,34,26661,1,4265,3220,27,100,1943,5799,2614,4940,197,7
Portugal,PRT,2005,44,3696,899,113,0,125,175,3,1020,38,309,36893,5422,218,180,1407,0,63,34,27013,0,4178,3349,22,95,1838,5932,2567,4859,156,6
Portugal,PRT,2006,41,3885,933,117,0,122,208,3,914,34,294,35771,5720,197,184,1406,0,73,38,27265,0,4022,3416,21,96,1684,5928,2489,4832,158,5
Portugal,PRT,2007,45,4090,983,124,0,119,224,7,923,37,298,35447,5953,188,193,1459,0,93,42,27795,0,4087,3513,23,97,1549,5982,2454,4959,165,5
Portugal,PRT,2008,43,4280,1026,125,0,116,246,7,849,39,290,34883,6242,184,199,1488,2,112,45,28256,1,4076,3581,23,96,1432,6021,2393,5009,167,4
Portugal,PRT,2009,44,4473,1064,128,0,115,219,8,774,40,284,34448,6499,185,199,1508,0,133,46,28688,0,4095,3641,23,96,1348,6080,2347,5063,167,4
Portugal,PRT,2010,45,4675,1096,132,0,112,224,9,732,41,273,33939,6699,156,197,1519,7,152,47,28997,0,4093,3675,23,97,1253,6080,2283,5085,165,4
Portugal,PRT,2011,45,4898,1121,133,0,108,193,7,660,38,264,33379,6944,159,192,1507,0,176,46,29275,1,4050,3660,23,98,1167,6080,2222,5089,161,4
Portugal,PRT,2012,45,5119,1157,137,0,104,200,6,569,40,257,33269,7286,155,186,1509,0,202,45,29551,0,4045,3688,22,101,1070,6170,2158,5102,159,4
Portugal,PRT,2013,46,5325,1180,142,0,103,175,6,520,42,249,33098,7440,141,181,1496,1,234,45,29741,0,3990,3670,24,105,1001,6190,2099,5108,159,4
Portugal,PRT,2014,45,5542,1199,144,0,101,171,7,437,43,239,33084,7548,134,180,1487,2,252,41,29722,0,3928,3660,25,106,955,6241,2031,5090,149,4
Portugal,PRT,2015,40,5763,1227,150,0,97,165,6,519,44,232,33416,7708,139,180,1435,1,260,38,29906,0,3920,3712,25,111,912,6392,1977,5100,146,3
Portugal,PRT,2016,39,6009,1259,157,0,95,148,6,517,45,230,34279,7930,143,179,1377,0,270,38,30531,0,3974,3803,25,117,908,6572,2019,5231,161,3
Portugal,PRT,2017,37,6225,1277,160,0,94,159,5,508,46,226,35458,8028,121,180,1333,0,253,39,30871,0,4062,3879,24,120,921,6744,2057,5300,257,3
Portugal,PRT,2018,37,6412,1301,162,0,95,165,5,495,49,225,36363,8136,109,181,1347,2,244,39,31172,0,4150,3967,25,123,943,6885,2068,5356,164,4
Portugal,PRT,2019,36,6602,1327,165,0,94,166,5,482,51,224,37353,8279,98,182,1357,0,237,40,31651,0,4245,4068,24,126,957,7052,2092,5433,155,4
Romania,ROU,2000,208,4545,1215,54,0,1426,838,83,489,227,2242,147898,7089,1340,1406,2792,16,177,402,40723,0,1762,1795,771,42,3326,9963,11332,14907,570,22
Romania,ROU,2001,198,4668,1276,57,0,1360,825,77,485,218,2316,151208,6841,1237,1313,2898,11,155,435,42661,4,1814,1850,761,45,3310,10001,11804,15510,556,21
Romania,ROU,2002,182,4800,1353,58,0,1300,833,58,354,216,2305,155374,6667,1161,1225,2982,14,135,518,44145,1,1892,1939,730,45,3284,10082,12003,15812,539,18
Romania,ROU,2003,166,4874,1403,59,0,1223,826,69,259,217,2233,154850,6363,1187,1111,2956,5,122,475,44756,1,1965,1991,686,47,3236,9780,11799,15665,526,17
Romania,ROU,2004,154,4959,1423,57,0,1147,718,56,222,212,2066,150248,6099,1242,993,2844,14,112,447,44467,0,1964,1956,627,45,3175,9265,11327,15163,491,15
Romania,ROU,2005,144,5180,1489,60,0,1107,626,47,182,203,1941,151602,5888,1175,888,2795,8,98,483,45140,1,2017,2017,585,48,3161,9036,11204,15086,483,13
Romania,ROU,2006,133,5358,1526,58,0,1053,571,43,167,189,1820,148779,5670,1077,809,2746,9,87,423,45307,2,2035,2049,539,48,3116,8648,10975,14859,470,11
Romania,ROU,2007,123,5560,1552,57,0,1000,534,41,128,179,1720,145232,5477,912,754,2698,13,72,404,45549,0,2058,2083,497,48,3090,8290,10926,14815,463,10
Romania,ROU,2008,116,5768,1621,58,0,980,571,38,125,182,1702,145844,5533,858,728,2780,6,68,413,47249,0,2119,2182,479,48,3127,8211,11332,15314,464,9
Romania,ROU,2009,112,5984,1695,64,0,928,549,52,104,185,1616,147209,5604,785,697,2821,11,65,420,48682,0,2180,2276,455,53,3021,8160,11582,15642,459,8
Romania,ROU,2010,95,6268,1764,67,0,886,538,51,107,182,1506,147708,5641,707,662,2806,3,64,471,49421,0,2213,2362,427,56,2820,8049,11489,15578,455,8
Romania,ROU,2011,86,6520,1769,67,0,773,456,46,154,165,1322,142281,5472,664,597,2578,0,63,366,48186,0,2141,2368,386,58,2518,7632,10608,14577,429,7
Romania,ROU,2012,83,6818,1845,71,0,746,459,32,145,163,1258,143909,5678,630,561,2547,0,66,505,49633,1,2205,2534,364,62,2435,7652,10582,14636,431,7
Romania,ROU,2013,74,7082,1838,72,0,689,402,31,144,156,1164,139231,5625,602,528,2393,5,72,327,48937,0,2161,2579,334,63,2247,7370,10084,14069,408,7
Romania,ROU,2014,74,7392,1932,78,0,706,412,31,182,154,1145,143573,6027,618,534,2432,5,81,360,51418,1,2269,2775,335,69,2273,7663,10437,14592,422,7
Romania,ROU,2015,75,7709,1968,80,0,677,366,33,151,150,1080,143937,6259,570,518,2350,1,91,315,51695,1,2317,2871,323,71,2240,7713,10299,14476,458,7
Romania,ROU,2016,75,8018,1988,82,0,657,362,24,181,144,1041,144123,6423,524,514,2283,2,98,318,52321,0,2373,2964,321,74,2271,7756,10373,14590,421,7
Romania,ROU,2017,65,8342,2024,80,0,644,337,27,158,141,998,145611,6521,505,513,2238,12,103,317,52679,0,2400,3037,319,72,2293,7858,10452,14707,424,7
Romania,ROU,2018,62,8628,2043,77,0,638,373,27,149,146,968,147835,6416,476,533,2216,0,95,308,52652,0,2405,3025,317,69,2248,7996,10431,14667,413,6
Romania,ROU,2019,60,8874,2074,75,0,630,380,26,142,149,941,150427,6362,440,545,2182,0,91,298,52590,0,2419,3043,314,67,2275,8106,10386,14626,407,6
Russia,RUS,2000,2315,27403,7313,624,0,18632,54883,565,8954,10108,23855,1247567,39516,8434,50326,74975,103,1202,24037,308988,6617,10574,11332,12690,322,40948,59754,33893,70085,13404,179
Russia,RUS,2001,2362,27427,7410,621,0,18579,55879,547,8879,9827,24927,1271444,42184,8082,52715,73928,89,1119,25477,308370,4513,10372,11205,12919,323,41819,56942,37516,74493,14168,170
Russia,RUS,2002,2380,27337,7642,635,0,18248,56916,533,9450,9596,26302,1310613,45184,7586,54541,73089,340,1013,26782,312338,2644,10370,11282,13164,325,42555,55751,42203,80375,14860,153
Russia,RUS,2003,2402,27435,7832,642,0,17987,55536,526,9992,10144,27204,1331711,47741,7631,55200,72826,77,934,27445,315114,1185,10403,11283,13354,331,43760,53745,47071,86521,15334,141
Russia,RUS,2004,2310,28328,7796,607,0,17231,53512,435,10192,10785,26556,1296499,47571,7078,53800,70561,86,815,26621,307228,2175,10016,10851,12860,315,42937,49698,49781,89239,14888,130
Russia,RUS,2005,2337,29104,8145,622,0,17587,52105,450,11109,12436,28175,1338945,50642,6596,52546,72826,83,748,27416,319391,1043,10375,11131,13092,320,44532,48894,56111,98156,15465,120
Russia,RUS,2006,2121,29869,7992,551,0,15267,43282,416,11069,12394,24618,1247139,46047,6575,47517,65300,79,643,23558,300224,398,9757,10324,11581,286,40317,44178,53154,93430,13732,108
Russia,RUS,2007,1982,30782,8075,502,0,13946,39587,406,11712,11972,21948,1199743,43665,6645,42789,60280,51,582,20515,292778,299,9574,9961,10453,258,37565,41856,51883,91829,12509,99
Russia,RUS,2008,1929,31868,8413,490,0,13235,37643,418,12520,11831,20782,1204933,44112,6434,39783,58692,68,547,19222,300064,574,9936,10146,10038,249,36004,41725,54131,95574,12176,92
Russia,RUS,2009,1820,33526,8416,453,0,11896,33142,411,13357,10686,18420,1156917,42087,6305,36302,54325,51,511,16943,294210,883,9991,9920,9146,230,32789,40051,52671,93923,11159,84
Russia,RUS,2010,1803,34885,8709,442,0,11690,31777,356,14256,10443,17688,1161661,42266,5702,33886,53740,66,495,20368,302621,1139,10730,10217,8825,223,32083,40315,54680,97573,10846,80
Russia,RUS,2011,1711,36275,8559,402,0,10260,28830,331,15609,9485,15618,1087537,39784,6090,30734,49407,35,491,14091,291108,564,10986,9913,7929,205,29669,38552,51591,93425,9675,75
Russia,RUS,2012,1714,37893,8735,396,0,9649,27111,286,15936,9125,14220,1062214,39050,7169,28955,47740,197,514,13143,290925,1347,12132,10122,7470,203,28647,38402,50989,93597,9054,75
Russia,RUS,2013,1661,39475,8865,399,0,9098,26158,271,17136,8806,12798,1037827,38388,6635,28007,46665,43,502,11891,291381,1339,13741,10375,7027,203,27036,38560,50979,94585,8446,71
Russia,RUS,2014,1578,41422,9157,432,0,8945,25463,268,18703,8538,11973,1044400,38711,6179,28222,47121,48,502,11616,300031,266,16362,10987,6884,219,26600,39953,53252,99066,8267,69
Russia,RUS,2015,1466,42768,9276,456,0,8172,24223,243,20968,7565,10635,1028256,36860,5093,27643,44710,90,475,10767,301973,415,18584,11351,6454,234,24602,40186,52409,98930,7642,66
Russia,RUS,2016,1375,44217,9371,495,0,7619,22308,225,23272,6832,9503,1016533,35326,4522,27287,42575,110,457,10108,301809,225,20293,11677,6118,265,22564,40040,50811,97536,7120,62
Russia,RUS,2017,1235,45575,9228,483,0,6884,20474,193,20506,6155,8372,977433,32515,3788,26754,39829,133,431,9150,291341,187,20605,11500,5672,262,20767,38540,47209,92509,6501,58
Russia,RUS,2018,1180,47040,9260,459,0,7038,21896,207,19549,6032,8135,986406,32667,3763,27719,39780,10,427,9089,291691,136,19153,11455,5753,248,20961,38653,46253,90836,6663,58
Russia,RUS,2019,1143,48437,9390,456,0,7086,22285,206,18682,5877,7982,1004931,32972,3556,28460,39040,0,423,9104,296822,20,18746,11652,5805,246,20867,39390,46102,90887,6599,57
Serbia,SRB,2000,51,1609,555,14,0,204,472,14,44,42,379,63489,1126,818,433,2439,5,22,81,23175,532,2999,1714,64,6,1294,3985,1700,3935,129,11
Serbia,SRB,2001,49,1631,570,14,0,191,438,14,48,45,357,62764,1082,872,424,2325,6,22,79,23316,128,2978,1707,60,6,1217,3859,1658,3934,126,11
Serbia,SRB,2002,47,1660,594,14,0,184,415,14,54,45,346,62734,1057,872,430,2265,4,22,80,23697,71,2997,1745,56,6,1151,3851,1646,3993,125,10
Serbia,SRB,2003,46,1713,628,15,0,179,389,14,64,50,338,64406,1072,887,447,2236,8,22,82,24558,29,3124,1829,55,7,1138,3926,1668,4139,126,9
Serbia,SRB,2004,45,1771,663,16,0,172,356,13,58,60,319,65942,1081,776,460,2200,0,23,81,25385,51,3237,1917,52,8,1122,4010,1684,4277,126,8
Serbia,SRB,2005,43,1836,707,17,0,164,327,13,49,69,304,68260,1108,642,466,2176,5,24,79,26346,16,3413,2045,50,9,1114,4123,1698,4454,126,8
Serbia,SRB,2006,38,1885,721,18,0,153,305,11,50,72,279,67788,1106,543,456,2092,1,24,78,26678,2,3480,2113,47,9,1081,4097,1675,4515,123,7
Serbia,SRB,2007,34,1930,732,18,0,145,289,10,55,76,257,67075,1115,446,450,2017,0,25,71,26959,9,3581,2179,45,10,1044,4096,1651,4568,121,7
Serbia,SRB,2008,31,1989,758,18,0,137,273,10,60,80,238,67599,1156,295,452,1996,1,26,69,27626,5,3744,2276,44,10,1031,4157,1639,4648,119,6
Serbia,SRB,2009,32,2055,762,19,0,134,258,10,67,78,219,66589,1211,345,443,1926,0,27,67,27754,0,3786,2319,43,10,994,4114,1590,4609,117,6
Serbia,SRB,2010,30,2118,751,19,0,125,243,10,76,70,200,64416,1246,331,431,1825,5,29,69,27567,2,3735,2322,40,11,928,4009,1532,4518,113,5
Serbia,SRB,2011,31,2181,742,20,0,120,236,10,92,64,185,62683,1299,360,417,1774,1,31,61,27573,2,3679,2330,39,11,891,3940,1488,4437,110,5
Serbia,SRB,2012,28,2245,752,20,0,112,230,9,101,63,172,62122,1358,205,406,1731,1,34,84,27800,6,3669,2378,37,11,843,3927,1455,4397,109,5
Serbia,SRB,2013,30,2295,776,21,0,111,224,9,102,61,158,62390,1457,307,397,1674,0,39,56,27905,2,3640,2448,36,12,805,3966,1425,4391,108,5
Serbia,SRB,2014,30,2338,794,21,0,111,217,9,98,61,148,62922,1533,273,395,1646,57,42,55,28229,3,3661,2506,36,12,780,3986,1418,4381,108,5
Serbia,SRB,2015,29,2372,798,21,0,108,213,9,91,60,140,62674,1578,246,393,1628,2,43,54,28512,0,3695,2532,36,12,770,3969,1422,4341,108,5
Serbia,SRB,2016,28,2406,782,21,0,103,207,9,81,59,132,60860,1549,234,379,1544,0,43,52,27989,0,3614,2475,35,11,730,3830,1383,4219,103,4
Serbia,SRB,2017,28,2460,798,20,0,100,205,8,69,63,130,61674,1561,206,378,1540,0,43,57,28124,0,3632,2480,35,11,725,3839,1390,4222,103,4
Serbia,SRB,2018,27,2521,828,20,0,100,204,8,57,68,129,63174,1579,188,376,1544,0,42,51,28307,8,3694,2516,35,11,729,3873,1394,4247,103,4
Serbia,SRB,2019,27,2567,840,20,0,100,203,7,48,72,128,63769,1571,172,376,1535,0,41,50,28444,0,3710,2517,35,11,729,3865,1401,4245,103,4
Slovakia,SVK,2000,30,1319,279,5,0,173,178,5,6,44,66,27640,1797,217,130,843,2,15,115,11246,0,768,664,34,3,862,1000,1582,2613,73,3
Slovakia,SVK,2001,29,1340,289,5,0,172,177,5,6,41,66,27951,1769,174,132,851,6,15,121,11183,0,776,677,33,3,832,1013,1630,2699,66,3
Slovakia,SVK,2002,29,1352,295,5,0,175,180,5,5,37,65,27783,1757,180,138,875,1,15,129,11017,0,765,678,33,3,815,1024,1680,2781,69,3
Slovakia,SVK,2003,30,1374,306,4,0,172,179,5,6,33,64,28090,1787,192,145,890,1,15,136,10883,0,770,686,33,3,792,1046,1726,2863,71,3
Slovakia,SVK,2004,29,1408,312,5,0,167,178,4,6,28,60,28019,1790,187,147,867,5,16,137,10748,0,753,679,33,3,737,1045,1729,2886,72,3
Slovakia,SVK,2005,30,1448,324,5,0,173,180,4,5,25,59,28753,1861,181,160,897,3,16,146,11093,0,755,685,34,3,718,1083,1798,2995,76,3
Slovakia,SVK,2006,29,1469,329,5,0,171,185,4,3,20,55,28621,1871,168,169,894,1,16,143,11178,0,744,681,34,3,669,1081,1821,3034,79,2
Slovakia,SVK,2007,30,1494,337,5,0,177,184,4,3,20,53,28890,1919,162,183,910,0,16,148,11671,0,754,695,35,4,654,1104,1873,3116,92,2
Slovakia,SVK,2008,30,1504,331,6,0,173,169,4,3,22,49,27882,1889,164,193,895,1,16,150,12011,0,732,680,33,4,634,1090,1856,3089,77,2
Slovakia,SVK,2009,25,1538,335,7,0,166,158,4,4,22,45,27558,1865,171,201,855,10,17,151,12439,0,737,687,32,5,582,1093,1827,3061,73,2
Slovakia,SVK,2010,24,1571,333,7,0,160,146,4,4,20,41,26597,1830,163,208,816,6,17,208,12504,0,724,686,30,5,534,1093,1771,2991,69,2
Slovakia,SVK,2011,23,1613,339,8,0,152,142,4,5,21,38,26414,1840,147,222,807,0,17,205,12847,0,745,699,29,6,512,1112,1761,3004,68,2
Slovakia,SVK,2012,23,1652,341,10,0,146,135,3,6,21,35,25730,1821,146,235,784,0,18,145,13036,0,756,707,28,7,481,1123,1730,2985,66,2
Slovakia,SVK,2013,22,1689,340,11,0,140,129,3,6,21,33,25272,1799,142,240,752,2,18,133,13176,0,760,709,26,8,447,1119,1690,2945,63,2
Slovakia,SVK,2014,23,1731,340,11,0,141,127,3,5,21,33,24965,1784,148,247,748,3,18,128,13272,0,766,708,26,9,439,1119,1680,2937,63,2
